id,brand,car_model,type,descproblem,datetime,status,desc,problem
488711,东风悦达起亚,起亚KX5,2016款 1.6T 自动 两驱DLX,,2020-06-27,厂家受理,东风悦达起亚KX5刹车盘有裂纹希望解决,"E239,"
488710,长城汽车,WEY VV5,2019款 2.0T 两驱 升级款超豪型 国VI,,2020-06-27,信息审核,WEY VV5更新APP后无法查看信息,"O348,"
488708,上汽通用五菱,五菱宏光,2014款 1.2L S 舒适型,,2020-06-27,处理反馈,上汽通用五菱宏光4S店事故车维修不到位,"J303,"
488704,奇瑞汽车,瑞虎5x,2017款 1.5T 自动 精英型,,2020-06-27,信息审核,奇瑞瑞虎5x后轮胎内侧吃胎偏磨严重,"G245,"
488701,一汽奔腾,奔腾T77,2020款 PRO 280 TID 自动 豪华型,,2020-06-27,处理反馈,一汽奔腾T77发动机变速箱异响严重,"A9,B33,"
488695,一汽丰田,奕泽IZOA,2018款 2.0L 奕炫天窗版 国V,,2020-06-27,信息审核,一汽丰田奕泽电瓶亏电 天窗异响,"H146,H89,"
488693,东风标致,标致2008,2014款 1.6L 手动 时尚版,,2020-06-27,信息审核,东风标致2008质保内发动机严重烧机油	,"A63,"
488690,吉利汽车,帝豪GS,2018款 1.4T 自动 领潮版 领尚智联型,,2020-06-27,处理反馈,吉利帝豪GS变速箱异响维修未能解决,"B33,J298,"
488688,吉利汽车,星越,2019款 350T 驭星者,,2020-06-27,处理反馈,吉利星越车机卡顿死机系统与宣传不符,"H155,M279,O348,"
488687,一汽-大众奥迪,奥迪A4L,2016款 2.0T 自动 标准型,,2020-06-27,信息审核,一汽大众奥迪A4L节温器处漏防冻液严重,"A37,"
488682,东风标致,标致408,2015款 1.2T 自动 豪华版,,2020-06-27,信息审核,东风标致408空调压缩机损坏导致空调不制冷,"H101,"
488681,保时捷,Macan,2018款 2.0T,,2020-06-27,信息审核,保时捷Macan刹车时有异响维修没有解决,"E43,"
488679,北京现代,名图,2017款 1.8L 自动 尊贵型 DLX 国V,,2020-06-27,信息审核,北京现代名图后备箱缝隙大且油漆脱落,"H81,"
488677,吉利汽车,星越,2019款 改款 350T 驭星者AWD,,2020-06-27,处理反馈,吉利星越实车多项配置与厂家宣传不符,"M279,"
488672,上汽大众,凌渡,2018款 280TSI 双离合 舒适版,,2020-06-27,信息审核,上汽大众凌渡发动机异响希望得到处理,"A9,"
488666,上汽集团,名爵6,2019款 20T 自动 运动版,,2020-06-27,厂家受理,上汽名爵6变速箱顿挫异响加速中断油耗高,"B33,B19,B334,"
488665,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,,2020-06-27,处理反馈,吉利博越挡位灯与厂家宣传不符要求解决,"M279,"
488664,猎豹汽车,猎豹CS10,2017款 2.0T 自动 都市型,,2020-06-27,信息审核,猎豹CS10配件质量差导致频繁故障,"N317,"
488661,长安汽车,逸动DT,2018款 1.6L 手动 智享型,,2020-06-27,厂家受理,长安逸动DT车身生锈严重影响美观,"H79,"
488659,华晨宝马,宝马3系,2020款 改款 325Li M运动曜夜套装,,2020-06-27,信息审核,华晨宝马3系缺少冷却液导致高温,"A37,"
488656,东风标致,标致408,2016款 1.6T 自动 豪华版,,2020-06-27,信息审核,东风标致408三元催化器故障导致熄火,"H54,"
488654,东风,途逸,1.5L 110马力 3.7米单排厢式小卡,,2020-06-27,信息审核,东风途逸发动机动力消失 离合器片烧毁,"A255,"
488651,上汽集团,名爵6,2019款 20T 自动 运动版,,2020-06-27,信息审核,上汽名爵6变速箱异响顿挫 动力中断,"B33,B19,B334,"
488648,上汽斯柯达,Yeti,2017款 TSI280 DSG 前行版,,2020-06-27,信息审核,斯柯达Yeti车内材质不合格导致异味,"H185,"
488645,东风日产,天籁,2016款 2.0L XL 舒适版 改款,,2020-06-27,信息审核,东风日产天籁打方向有异响4S店不解决,"D59,"
488643,凯翼汽车,凯翼C3R,2015款 1.5L AMT 金钻版,,2020-06-27,信息审核,凯翼C3R行驶中变速箱脱挡失去动力,"B246,"
488641,东风雪铁龙,C4世嘉,2016款 1.6L 自动 豪华型,,2020-06-27,处理反馈,东风雪铁龙C4世嘉转向柱存在间隙,"D265,"
488640,奇瑞汽车,捷途X70,2018款 1.5T 自动 悦行版,,2020-06-27,处理反馈,捷途X70倒车雷达提示音消失天窗关闭键失灵,"H192,H289,"
488639,奇瑞汽车,捷途X90,2019款 1.5T 自动 智享型 7座 国V,,2020-06-27,处理反馈,捷途X90不支持远程启动功能无法使用,"H155,"
488637,一汽-大众,宝来,2017款 1.6L 自动 时尚型,,2020-06-27,处理反馈,一汽大众宝来发动机漏油后出现油耗高,"A12,A85,J303,"
488632,上汽大众,桑塔纳,2015款 1.6L 手动 舒适版,,2020-06-27,信息审核,上汽大众桑塔纳4S店喷漆后出现色差,"J303,"
488630,吉利汽车,星越,2019款 改款 350T 耀星者,,2020-06-27,处理反馈,吉利星越收音机自动跳频车机反应迟钝,"H134,Q322,"
488626,东风标致,标致408,2013款 2.0 自动 舒适版,,2020-06-27,信息审核,东风标致408车内异味希望厂家免费更换,"H185,"
488624,上汽通用五菱,宝骏310W,2017款 1.5L 手动 时尚型 国V,,2020-06-27,处理反馈,宝骏310W锦湖轮胎脱皮存在质量问题,"F186,"
488622,长城汽车,哈弗H6 Coupe,2015款 2.0T 手动 两驱尊贵型,,2020-06-27,厂家受理,哈弗H6 Coupe天窗漏水导致功放主机烧毁,"H90,"
488619,东风日产,逍客,2016款 2.0L CVT 精英版,,2020-06-27,信息审核,东风日产逍客挂前进和倒挡无法加速行驶,"B334,"
488617,东风日产,劲客,2020款 1.5L XV CVT 智联豪华版,,2020-06-27,信息审核,东风日产劲客中控语音控制失灵 车内异响,"H164,H155,"
488613,保时捷,Macan,2014款 3.0T S,,2020-06-27,信息审核,保时捷Macan上坡变速箱剧烈抖动卡顿,"B19,B95,"
488611,北京现代,朗动,2015款 1.6L 自动 领先型,,2020-06-27,信息审核,北京现代朗动中控显示屏无故黑屏,"H134,"
488609,上汽集团,锐腾,2015款 1.5TGI TST 豪华版,,2020-06-27,厂家受理,上汽名爵锐腾轮速传感器故障影响使用,"H234,"
488608,一汽-大众奥迪,奥迪A6L,2016款 TFSI 双离合 技术型,,2020-06-27,信息审核,一汽大众奥迪A6L车轮轴承多次损坏,"G125,"
488602,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,,2020-06-27,处理反馈,吉利博越挡位指示灯与厂家宣传不符,"M279,"
488590,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 舒适型 三厢,,2020-06-27,厂家受理,长安马自达昂克赛拉刹车抖动 减震器异响,"A24,E111,G52,H81,"
488589,一汽-大众,迈腾,2017款 380TSI DSG 豪华型,,2020-06-27,处理反馈,一汽大众迈腾变速箱异响 抖动 顿挫,"B33,B19,B95,"
488584,北京现代,领动,2016款 1.6L 自动 智炫・青春型,,2020-06-27,信息审核,北京现代领动刹车灯常亮影响正常使用	,"H71,"
488582,广汽丰田,凯美瑞,2006款 240G 2.4 自动,,2020-06-27,信息审核,广汽丰田凯美瑞中控仪表台反光厂家不处理,"H176,I295,"
488580,广汽本田,飞度,2014款 1.5L CVT LX舒适型,,2020-06-27,信息审核,广汽本田飞度发动机启动困难要求处理,"A44,"
488579,奇瑞汽车,艾瑞泽5,2017款 1.5L CVT 领潮版,,2020-06-27,信息审核,奇瑞艾瑞泽5行驶过程中变速箱抖动要求解决,"B95,"
488577,北京现代,朗动,2016款 1.6L 自动 智能型,,2020-06-27,信息审核,北京现代朗动后门密封条内有生锈的现象,"H79,"
488576,东风标致,标致408,2019款 350THP 自动 豪华版 国V,,2020-06-27,信息审核,东风标致408两前侧玻璃升降时出现异响,"H67,"
488571,众泰汽车,众泰T600,2016款 2.0T  自动 尊贵型 运动版,,2020-06-27,用户评分,众泰T600变速箱无法换挡 温度过高,"B246,"
488569,江淮汽车,瑞风S2,2017款 1.5L 手动 豪华型互联版,,2020-06-26,处理反馈,江淮瑞风S2行驶时两后减震器有异响,"G52,"
488565,陆风汽车,陆风X7,2016款 2.0T 全景尊贵版,,2020-06-26,信息审核,陆风X7行驶过程中发动机冒烟而且熄火,"A14,"
488564,北京现代,领动,2019款 1.4T 双离合 炫动・活力型,,2020-06-26,信息审核,北京现代领动后排座椅靠背处出现异响,"H169,"
488562,一汽-大众,宝来,2020款 1.5L 手动 舒适型,,2020-06-26,处理反馈,一汽大众宝来锦湖轮胎有开裂的现象,"F100,"
488561,上汽集团,锐行,2015款 1.5T 手动 风尚型,,2020-06-26,厂家受理,上汽名爵锐行发动机正时链条拉长要求处理,"A45,"
488560,东风雪铁龙,雪铁龙C4L,2013款 1.8L 手动 劲智版,,2020-06-26,处理反馈,东风雪铁龙C4L方向盘晃动存在质量问题,"D337,"
488554,东风雪铁龙,雪铁龙C4L,2015款 1.2T 自动 尊贵版,,2020-06-26,处理反馈,东风雪铁龙C4L发动机烧机油异响 方向盘不正,"A9,A63,D154,"
488552,领克汽车,领克01,2019款 2.0T 两驱型 Pro版 国VI,,2020-06-26,信息审核,领克01仪表盘黑屏 无法正常使用,"H202,"
488550,领克汽车,领克02,2018款 1.5T DCT 两驱 耀Pro版 国V,,2020-06-26,信息审核,领克02变速箱漏油 转向异响踩油门无反应,"B22,B334,D59,"
488549,东风标致,标致207,2011款 1.4 手动 驭乐版 三厢,,2020-06-26,信息审核,东风标致207转向抖动 车头位置异响,"D80,G56,"
488547,东风日产,天籁,2016款 2.0L XE 时尚版,,2020-06-26,信息审核,东风日产天籁怠速不稳 车身抖动 油耗高,"A24,A85,A35,"
488546,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,,2020-06-26,信息审核,北京现代途胜空调压缩机频繁启停 中控异响,"H93,H263,"
488545,东风雪铁龙,雪铁龙C4L,2014款 1.8L 自动 智驱版 劲享型,,2020-06-26,处理反馈,东风雪铁龙C4L行驶中发动机故障灯亮,"A34,"
488543,吉利汽车,帝豪,2017款 1.5L 手动 向上版 三厢 百万款,,2020-06-26,处理反馈,吉利帝豪车门大面积生锈腐蚀希望尽快解决,"H79,"
488542,奇瑞捷豹路虎,发现神行,2016款 2.0T HSE,,2020-06-26,信息审核,奇瑞捷豹路虎发现神行方向盘按键大面积掉漆,"H157,"
488541,上汽大众,朗逸,2017款 1.6L 自动 舒适版,,2020-06-26,信息审核,上汽大众朗逸车内异味明显影响身体健康,"H185,"
488540,上汽大众,凌渡,2019款 230TSI DSG 风尚版 国V,,2020-06-26,信息审核,上汽大众凌渡车内黑心棉导致异味,"H185,"
488539,上汽通用五菱,新宝骏RC-6,2019款 1.5T 手动 24小时在线豪华型,,2020-06-26,处理反馈,新宝骏RC-6显示请检查气囊一直未解决,"H79,H103,"
488536,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领潮版,,2020-06-26,信息审核,奇瑞艾瑞泽5减震器异响 方向盘无法回正,"A12,D265,G52,G117,"
488534,猎豹汽车,Mattu,2018款 1.6T GDI DCT 尊贵型,,2020-06-26,信息审核,猎豹Mattu ESC报警变速箱无动力输出,"B96,B334,"
488532,华晨宝马,宝马5系,2020款 530Li 领先型 M运动套装,,2020-06-26,信息审核,华晨宝马5系左前翼子板有维修痕迹,"M284,"
488530,东风日产,天籁,2016款 2.5L XV 尊享版 公爵,,2020-06-26,信息审核,东风日产天籁怠速时燃油泵存在异响,"H78,"
488529,一汽-大众奥迪,奥迪Q5,2015款 40 TFSI 进取型 5座,,2020-06-26,信息审核,一汽大众奥迪Q5工作人员技术差操作野蛮,"J303,J299,"
488524,众泰汽车,大迈X5,2017款 1.5T CVT 地主型 升级版,,2020-06-26,信息审核,众泰大迈X5发动机抖动厂家不予质保,"A24,"
488523,广汽本田,飞度,2014款 1.5L CVT LX舒适型,,2020-06-26,信息审核,广汽本田飞度冷车启动时发动机异响,"A9,"
488522,东风雪铁龙,雪铁龙C4L,2014款 1.8L 自动 智驱版 劲享型,,2020-06-26,处理反馈,东风雪铁龙C4L汽油泵故障导致熄火动力消失,"A14,A255,H78,"
488515,上汽大众,途观L,2017款 330TSI 两驱 旗舰版,,2020-06-26,信息审核,上汽大众途观L变速箱故障灯亮存在质量问题,"B96,"
488511,吉利汽车,星越,2020款 350T 驭星者AWD,,2020-06-26,处理反馈,吉利星越行车灯与门角灯疑似厂家减配,"M279,Q350,"
488510,吉利汽车,帝豪GL,2018款 1.8L 手动 精英智联型,,2020-06-26,用户评分,吉利帝豪GL变速箱挂挡困难希望厂家处理,"B20,"
488501,广汽本田,雅阁,2018款 2.0L 锐智版 锐・混动 国V,,2020-06-26,信息审核,广汽本田雅阁电子手刹和转向系统异响,"D59,E43,L314,"
488498,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,,2020-06-26,处理反馈,吉利博越行驶过程中变速箱顿挫严重,"B19,"
488495,吉利汽车,远景,2016款 1.5L 自动 幸福版,,2020-06-26,处理反馈,吉利远景变速箱无法加速希望厂家处理,"B334,"
488493,广汽本田,飞度,2014款 1.5L CVT LX舒适型,,2020-06-26,信息审核,广汽本田飞度ABS泵故障厂家未回复,"E43,E74,"
488492,一汽丰田,卡罗拉,2017款 1.2T CVT GL,,2020-06-26,信息审核,一汽丰田卡罗拉排气管支架断裂导致异响,"H168,H31,"
488487,广汽乘用车,传祺GS5,2019款 270T 自动 尊享版,,2020-06-26,信息审核,广汽传祺GS5刹车异响维修未解决问题,"E43,"
488485,北京现代,索纳塔九,2015款 1.6T 双离合 DLX尊贵型,,2020-06-26,信息审核,北京现代索纳塔九中控台黑屏存在质量问题,"H134,"
488484,一汽-大众,速腾,2020款 200TSI DSG 舒适型 国VI,,2020-06-26,处理反馈,一汽大众速腾上坡辅助功能与宣传不符,"H170,M279,"
488483,一汽-大众奥迪,奥迪A3,2019款 Limousine 35 TFSI 进取型 国VI,,2020-06-26,信息审核,一汽大众奥迪A3后视镜开关卡顿希望厂家处理,"H211,"
488482,长城汽车,炮,2020款 2.0T 越野版 自动 汽油 四驱 限量版 GW4C20B,,2020-06-26,处理反馈,长城炮行驶中水温升高发动机无动力,"A163,A191,"
488480,一汽-大众奥迪,奥迪A4L,2013款 2.0T 自动 标准型,,2020-06-26,信息审核,一汽大众奥迪A4L转向沉重希望厂家处理,"D156,"
488478,上汽大众,朗行,2013款 1.6L 手动 舒适型,,2020-06-26,信息审核,上汽大众朗行变速箱异响存在质量问题,"B33,"
488477,一汽-大众,速腾,2018款 280TSI DSG熠动版,,2020-06-26,处理反馈,一汽大众速腾韩泰轮胎开裂要求解决,"F100,"
488475,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,,2020-06-26,处理反馈,吉利博越车辆没有挡位灯和雾灯与宣传不符,"M279,"
488474,观致汽车,观致3,2016款 1.6L 自动 致悦型 三厢,,2020-06-26,信息审核,观致3车辆暴晒后发动机熄火影响安全,"A14,"
488471,上汽通用五菱,五菱荣光新卡,2018款 1.8L双排LJ479QE2,,2020-06-26,处理反馈,上汽通用五菱荣光新卡发动机连杆折断,"A128,I297,"
488466,东风标致,标致508,2019款 508L 400THP PureTech 驾控版 国VI,,2020-06-26,信息审核,东风标致508车门及天窗异响影响驾驶,"H72,H89,"
488465,一汽-大众奥迪,奥迪A4L,2015款 quattro 2.0T 双离合 个性运动型,,2020-06-26,信息审核,一汽大众奥迪A4L双离合器飞轮异响,"C65,"
488463,东风标致,标致207,2011款 1.4 手动 驭乐版 两厢,,2020-06-26,信息审核,东风标致207后桥异响严重要求解决,"G158,"
488461,上汽集团,名爵HS,2019款 30T 自动 两驱 Trophy超能版 国VI,,2020-06-26,厂家受理,上汽名爵HS变速箱顿挫 异响存在质量问题,"B33,B19,"
488458,长安汽车,长安欧尚X7,2020款 1.5T 自动 尊贵型,,2020-06-26,信息审核,长安欧尚X7变速箱漏油 中控屏和仪表盘开裂,"B22,E43,G52,H168,H72,"
488457,奇瑞汽车,艾瑞泽5,2019款 Pro 1.5L CVT 青春版 国VI,,2020-06-26,信息审核,奇瑞艾瑞泽5变速箱异响有轻微顿挫感,"B33,B19,"
488456,广汽本田,飞度,2016款 1.5L EXLI CVT 领先型,,2020-06-26,信息审核,广汽本田飞度发动机启动困难伴有异响,"A9,A44,"
488454,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,,2020-06-26,处理反馈,一汽大众迈腾变速箱进入紧急模式,"B84,"
488453,广汽乘用车,传祺GS5 Super,2016款 1.8T 自动 两驱 周年纪念版,,2020-06-26,信息审核,广汽传祺GS5 Super发动机无法启动,"A44,"
488448,一汽海马,福美来,2017款 1.6L 自动 豪华型,,2020-06-26,信息审核,海马福美来后悬挂生锈严重4S店不予索赔,"G180,I297,"
488447,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,,2020-06-26,处理反馈,一汽大众探岳前大灯亮度不够4S店不予保修,"H82,I295,I297,"
488444,吉利汽车,星越,2019款 300T 耀星者,,2020-06-26,处理反馈,吉利星越补办保养手册4S店变相收费,"K307,"
488442,广汽本田,雅阁,2018款 260TURBO 豪华版 国V,,2020-06-26,信息审核,广汽本田雅阁电子手刹异响厂家不解决,"E43,I292,"
488438,一汽-大众,宝来,2020款 1.5L 自动 舒适型,,2020-06-26,处理反馈,一汽大众宝来行驶中ABS报警要求厂家处理,"E43,E74,E62,E196,I281,"
488437,东风标致,标致408,2014款 1.6T 自动 尊贵版,,2020-06-26,信息审核,东风标致408轮毂氧化表面有明显斑点,"H79,"
488432,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,,2020-06-26,信息审核,斯柯达速派发动机烧机油 故障灯亮,"A34,A63,"
488431,一汽-大众奥迪,奥迪A3,2015款 Sportback 1.4T 双离合 百万纪念舒享型,,2020-06-26,信息审核,一汽大众奥迪A3离合器索赔收工时费,"K307,"
488430,上汽大众,桑塔纳,2018款 1.5L 手动 风尚版,,2020-06-26,信息审核,上汽大众桑塔纳经销商赠送保养承诺不兑现,"L313,"
488427,广汽丰田,雷凌,2017款 1.8H GS CVT 精英天窗版 国V 改款 双擎,,2020-06-26,信息审核,广汽丰田雷凌刹车踏板松开时会有异响,"E43,"
488422,众泰汽车,众泰SR7,2016款 1.5T CVT 魔方之门版 国IV,,2020-06-26,处理反馈,众泰SR7主驾座椅损坏希望尽快处理,"H169,"
488421,猎豹汽车,Mattu,2018款 1.6T GDI DCT 尊贵型,,2020-06-26,信息审核,猎豹Mattu变速箱报警 挂倒挡无动力,"B96,B334,"
488419,一汽-大众,高尔夫,2016款 230TSI 自动 豪华型,,2020-06-26,处理反馈,一汽大众高尔夫变速箱报警无法挂入倒挡,"B20,B96,"
488416,众泰汽车,众泰T700,2017款 1.8T 双离合 尊贵型,,2020-06-26,处理反馈,众泰T700变速箱脱挡挂不上挡希望处理,"B20,B246,"
488415,一汽-大众,高尔夫,2016款 1.4TSI 自动 R-Line,,2020-06-26,处理反馈,一汽大众高尔夫变速箱故障灯亮要求处理,"B96,"
488413,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 智驱版 劲智型,,2020-06-26,处理反馈,东风雪铁龙C4L高压油泵与节温器故障,"A191,H78,"
488410,一汽吉林,森雅R7,2018款 R7C 1.6L 手动 智悦型,,2020-06-26,信息审核,一汽吉林森雅R7发动机故障灯报警,"A34,"
488408,比亚迪,比亚迪F3,2015款 1.5L 手动 豪华型 节能版,,2020-06-26,处理反馈,比亚迪F3下边梁生锈严重希望处理,"H79,"
488406,华晨宝马,宝马3系,2015款 320Li 自动 时尚型,,2020-06-26,信息审核,华晨宝马3系经销商维修疑似使用旧件,"I293,J300,J303,J299,N316,"
488403,吉利汽车,博瑞,2016款 2.4L 舒适型,,2020-06-26,处理反馈,吉利博瑞发动机机油异常消耗维修未解决,"A63,"
488402,奇瑞汽车,艾瑞泽5,2017款 1.5L CVT 领潮版,,2020-06-26,处理反馈,奇瑞艾瑞泽5底盘异响严重希望尽快处理,"G56,"
488400,吉利汽车,远景,2017款 1.5L 自动 幸福版,,2020-06-26,处理反馈,吉利远景变速箱顿挫无法加速要求处理,"B19,B334,"
488398,东风雪铁龙,雪铁龙C4L,2013款 1.8L 手动 劲智版,,2020-06-26,处理反馈,东风雪铁龙C4L转向柱晃动影响安全,"D80,"
488397,广汽乘用车,传祺GA6,2016款 235T DCT 豪华版,,2020-06-26,信息审核,广汽传祺GA6电路系统故障 换挡顿挫,"B19,H168,H155,H110,"
488396,一汽-大众,高尔夫,2017款 1.6L 自动 舒适百万辆纪念版,,2020-06-26,处理反馈,一汽大众高尔夫上坡过程中动力消失,"A255,"
488388,一汽-大众奥迪,奥迪Q5,2012款 2.0TFSI  自动 舒适型,,2020-06-26,信息审核,一汽大众奥迪Q5经销商维修失误车辆无法行驶,"I295,J300,J304,"
488387,众泰汽车,众泰Z500,2015款 1.5T 手动 尊贵型,,2020-06-26,处理反馈,众泰Z500质保期内出现的质量问题不予索赔,"I297,"
488386,一汽-大众奥迪,奥迪A4L,2018款 2.0T 时尚型 30周年年型,,2020-06-26,信息审核,一汽大众奥迪A4L变速箱异响轮胎裂纹严重,"B33,B19,F100,I295,I297,J298,"
488385,上汽大众,途观L新能源,2019款 430PHEV 混动旗舰版,,2020-06-26,信息审核,上汽大众途观L新能源机油增多变速箱抖动,"A339,A13,B95,B115,I295,I281,"
488384,上汽大众,途观,2016款 280TSI 自动 两驱 丝绸之路风尚版,,2020-06-26,信息审核,上汽大众途观米其林轮胎开裂4S店不保修,"F100,I297,"
488380,众泰汽车,众泰T300,2017款 1.5T CVT 旗舰型,,2020-06-26,处理反馈,众泰T300后减震器漏油严重4S店不予处理,"G52,G25,I295,N318,O326,"
488379,广汽丰田,凯美瑞,2018款 2.5G 自动 豪华版,,2020-06-26,信息审核,广汽丰田凯美瑞发动机机油增多防冻液缺失,"A339,A37,"
488378,吉利汽车,博瑞,2016款 1.8T 舒适型,,2020-06-26,处理反馈,吉利博瑞变速箱无法加速4S店不予保修,"B96,B334,I297,"
488377,吉利汽车,帝豪,2018款 1.5L 手动 向上互联版,,2020-06-26,处理反馈,吉利帝豪打方向时转向机异响希望厂家解决,"D59,I295,"
488375,奇瑞汽车,奇瑞A3,2012款 1.6L 进取型 三厢,,2020-06-26,处理反馈,奇瑞A3车门下部生锈希望厂家给予处理,"H79,I297,"
488372,东南汽车,翼神,2010款 1.8 手动 时尚版睿智型,,2020-06-26,信息审核,东南三菱翼神下雨时雨刮器无法关闭,"H60,"
488367,一汽-大众,速腾,2009款 1.6 手动 舒适型,,2020-06-26,处理反馈,一汽大众速腾倒车雷达故障希望厂家解决,"H134,"
488364,东风标致,标致308S,2015款 1.6T 自动 睿驰版,,2020-06-26,处理反馈,东风标致308S电磁阀故障厂家不召回,"I297,O296,Q323,"
488363,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,,2020-06-26,处理反馈,吉利博越挡位灯和前雾灯没有与宣传不符,"M279,"
488358,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 进取型 国V,,2020-06-26,信息审核,一汽大众奥迪A4L提示驾驶系统故障,"A34,"
488357,东风日产,蓝鸟,2016款 1.6L CVT 智酷版,,2020-06-26,信息审核,东风日产蓝鸟空调压缩机频繁启停,"H101,"
488356,东风标致,标致408,2015款 1.2T 自动 豪华版,,2020-06-26,信息审核,东风标致408空调不制冷售后不予质保,"H101,"
488353,北京现代,领动,2016款 1.6L 自动 智炫・精英型,,2020-06-26,信息审核,北京现代领动传感器外壳融化不予解决,"H168,"
488352,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,,2020-06-26,处理反馈,捷达VS5排气管生锈要求免费更换,"H79,"
488350,东风日产,天籁,2019款 2.0L XL 舒适版,,2020-06-26,信息审核,东风日产天籁行驶中变速箱拖挡汽油箱异响,"B69,H79,H147,"
